Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1550,0,0.011986243,77y,0,0.010284245,7000.0,21,0,0,0,0.0
135535,0,0.043552265,59y,0,0.109431246,12500.0,11,0,2,0,0.0
92834,0,0.034931005,49y,0,0.292237443,1532.0,3,0,0,0,1.0
32940,0,0.8048869000000001,51y,0,0.488830032,8683.0,16,0,2,0,1.0
86007,0,0.706041994,35y,0,0.352658936,2500.0,7,0,0,0,1.0
49953,0,0.9999999,63y,0,0.337196092,4400.0,4,0,2,0,0.0
37997,0,0.9999999,51y,0,2.871991247,913.0,5,0,1,0,2.0
26890,1,0.03685028,32y,0,0.506070561,7000.0,7,0,2,0,0.0
40663,0,0.321011923,37y,0,3702.0,,12,0,2,0,
34149,0,0.007069439,43y,0,0.082602677,6500.0,5,0,0,0,1.0
1672,0,0.8502994009999999,41y,0,1845.0,,3,0,0,0,0.0
94509,0,0.034775846,66y,0,0.678611422,6250.0,9,0,3,0,0.0
147323,0,0.163959327,37y,0,0.442056075,4279.0,5,0,1,0,3.0
14588,0,0.122497843,63y,0,0.272371102,6380.0,8,0,1,0,0.0
47181,0,0.079546023,51y,0,0.31692259,12633.0,7,0,3,0,1.0
95562,0,0.254149074,39y,0,0.197522928,23333.0,27,0,1,1,3.0
33229,0,0.087526688,77y,0,0.6866602690000001,2083.0,17,0,1,0,0.0
136677,0,0.235620645,46y,0,0.475293571,8600.0,9,0,4,0,0.0
82458,1,0.310983679,43y,0,3516.0,,9,0,2,0,0.0
115632,0,0.0,73y,0,0.221837088,7500.0,3,0,1,0,0.0
107760,0,0.0440389109999999,68y,0,65.0,,3,0,0,0,0.0
92875,0,0.960004371,74y,3,0.188918975,4800.0,8,0,0,0,0.0
12653,0,0.000932021,71y,0,0.223990154,22750.0,11,0,1,0,0.0
111678,0,0.079867247,79y,0,0.017094017,3509.0,3,0,0,0,0.0
147881,0,0.539538403,42y,0,0.96629053,7000.0,9,4,3,1,1.0
9143,0,0.0210413289999999,89y,0,0.004978935,7832.0,4,0,0,0,0.0
135110,0,0.505377822,36y,0,0.325033875,5903.0,9,0,1,0,2.0
31478,0,0.932906709,50y,0,0.6507830720000001,3000.0,13,0,1,0,1.0
142686,0,0.963725148,64y,0,0.5335176229999999,4340.0,6,0,1,0,0.0
8310,0,0.017006705,77y,0,0.002705564,8500.0,8,0,0,0,1.0
3418,0,0.925591362,49y,0,0.8524295140000001,3333.0,12,0,1,0,0.0
3996,0,0.430740859,69y,0,0.17252519,13000.0,10,0,1,0,0.0
149344,1,0.152529145,39y,1,0.351440029,2742.0,13,0,0,1,2.0
148208,0,0.3401030989999999,60y,0,0.0282709879999999,5800.0,3,0,0,0,0.0
84021,0,0.43610219,42y,0,0.509074546,20000.0,14,0,2,0,2.0
16228,0,0.1996125239999999,42y,0,0.05062625,9500.0,4,0,0,0,0.0
122957,0,0.006009659,56y,0,0.13864818,7500.0,14,0,1,0,2.0
70329,0,0.17259292,60y,0,0.144097679,19000.0,12,0,2,0,0.0
36380,0,0.125211947,63y,1,0.038056779,8171.0,4,0,1,0,0.0
60177,0,0.076483772,78y,1,0.6882723959999999,19500.0,10,0,2,0,1.0
115910,0,0.727272727,53y,3,0.049497636,6767.0,9,0,0,0,0.0
126318,1,0.361190717,40y,0,0.772556861,4000.0,19,0,2,0,3.0
88094,1,0.0,84y,0,0.158381899,2916.0,9,0,1,0,0.0
40521,0,0.04874373,64y,1,398.0,,12,0,0,0,0.0
94434,0,0.050619261,84y,0,47.0,,5,0,0,0,0.0
90974,0,0.0,49y,0,0.230769231,8800.0,10,0,1,0,0.0
6607,0,0.012924325,43y,1,0.362625139,8090.0,10,1,3,1,1.0
3747,1,0.99363752,36y,0,0.512851897,2450.0,9,0,0,0,1.0
17045,0,0.1278262319999999,71y,0,0.00689931,10000.0,4,0,0,0,0.0
66844,0,0.094248429,41y,0,0.444055594,10000.0,7,0,2,0,0.0
130796,0,0.172294257,57y,0,0.33421073,12916.0,8,0,2,0,0.0
8338,0,0.271955533,43y,0,886.0,,11,0,0,0,2.0
46157,0,0.04436323,81y,0,0.010219951,4500.0,8,0,0,0,0.0
99068,0,0.252016373,65y,0,0.596333226,3108.0,5,0,1,0,0.0
30701,0,0.002277715,54y,0,0.376871451,5810.0,8,0,1,0,2.0
76076,0,0.470267383,60y,0,0.836103457,11250.0,15,0,4,0,3.0
53095,0,0.027543376,77y,0,0.061708409,10500.0,8,0,0,0,0.0
41173,0,0.6719698740000001,74y,0,0.969503812,8000.0,14,0,2,0,0.0
38390,0,0.005017086,70y,0,0.203885344,10500.0,12,0,1,0,0.0
3001,0,0.053264064,57y,0,2581.0,,10,0,1,0,0.0
63757,0,0.0858568969999999,59y,0,0.4665436089999999,6500.0,10,0,2,0,0.0
58137,0,0.011378526,83y,0,4.0,,1,0,0,0,
36925,0,0.0,40y,0,0.0689770079999999,3000.0,5,0,0,0,1.0
105701,0,0.150800693,34y,0,0.444434606,11292.0,17,0,2,0,3.0
1104,0,0.369171682,82y,0,0.048228914,26000.0,12,0,1,0,0.0
78906,0,0.009070781,53y,2,0.403167747,4166.0,10,0,1,0,3.0
143758,0,1.003212904,45y,0,0.49759514,11850.0,8,0,2,0,3.0
127409,0,0.330839599,46y,0,1.664134346,2500.0,9,0,2,0,2.0
32039,0,0.014199507,74y,0,2891.0,0.0,21,0,3,0,0.0
66399,0,0.015668674,60y,0,0.128682536,4242.0,5,0,1,0,0.0
84706,0,0.041628331,66y,0,0.0117126119999999,7000.0,6,0,0,0,0.0
73315,0,0.0,65y,0,1723.0,,8,0,1,0,0.0
118090,0,0.018731609,35y,0,2554.0,,19,0,1,0,3.0
85669,0,0.491650835,34y,0,0.57319907,1290.0,5,0,0,0,0.0
106062,0,0.9999999,58y,0,0.469183787,1800.0,3,0,1,0,0.0
72936,0,0.924410079,43y,0,0.567490359,7000.0,7,0,2,0,0.0
85980,0,0.172251101,41y,0,0.332066793,10000.0,9,0,1,0,1.0
79513,0,0.379331033,39y,0,2296.0,,3,0,1,0,0.0
75962,0,0.509056865,63y,0,0.296489528,13416.0,13,0,2,0,1.0
34797,0,0.318068454,48y,1,0.126208199,9000.0,9,0,0,0,2.0
18537,0,0.133449693,66y,0,0.432517758,3800.0,9,0,2,0,0.0
54348,0,0.267253808,41y,1,0.216356729,5000.0,5,0,0,0,3.0
93853,0,0.192030641,39y,0,0.6366107839999999,2206.0,9,0,1,0,0.0
97547,0,0.003350429,77y,0,0.0004614669999999,6500.0,3,0,0,0,0.0
89581,0,0.002999942,59y,0,0.467434111,3300.0,13,0,1,0,0.0
41713,0,0.359202119,60y,0,209.0,,4,0,0,0,0.0
67834,0,0.213391408,64y,0,0.448906965,5900.0,12,0,1,0,0.0
88117,0,0.426759459,62y,0,2209.0,,7,0,1,0,
109640,0,0.048843695,46y,0,0.095698086,16666.0,12,0,2,0,2.0
96011,0,0.9999999,44y,0,0.481178568,9536.0,2,0,2,0,2.0
70005,0,0.452331452,47y,0,3048.0,,6,0,2,0,0.0
118818,0,0.16341229,43y,0,0.537355671,8833.0,11,0,3,0,2.0
36946,0,0.119467234,60y,0,0.180581942,10000.0,14,0,1,0,0.0
27958,0,0.544688516,36y,0,0.548493479,6670.0,11,0,2,0,0.0
27486,0,0.146978828,62y,0,0.016429573,4990.0,4,0,0,0,0.0
5192,0,0.441019964,51y,1,0.512074396,6666.0,16,0,2,0,2.0
53950,0,1.023294509,27y,0,0.249399327,2080.0,7,0,0,0,0.0
94030,0,0.9999999,43y,0,0.291593032,3960.0,4,0,0,0,1.0
38057,0,0.9999999,51y,0,1467.0,,8,0,1,0,0.0
46605,0,0.02741847,63y,0,0.233764136,6189.0,5,0,2,0,3.0
55052,0,0.348718845,48y,1,0.3457678879999999,4583.0,7,0,0,0,4.0
85858,0,0.183816184,46y,0,14.0,,1,0,0,0,0.0
53007,0,0.7747244529999999,60y,0,0.120791675,4900.0,11,0,0,0,1.0
91743,0,0.343656344,25y,0,10.0,0.0,1,0,0,0,0.0
72511,0,0.0011452189999999,84y,0,4.0,,10,0,0,0,0.0
71958,0,0.0,79y,0,0.0,3300.0,3,0,0,0,0.0
26524,1,0.779388084,64y,3,490.0,,7,2,0,1,2.0
103850,1,0.713540007,49y,0,1.633517495,3800.0,20,0,2,0,3.0
62642,0,0.014404027,64y,0,3286.0,,28,0,2,0,1.0
106522,0,0.333309525,47y,0,2812.0,,8,0,3,0,0.0
86805,0,0.792523952,37y,0,1210.5,1.0,6,0,1,0,3.0
133756,0,0.0758636479999999,59y,0,0.46327058,5417.0,5,0,1,0,1.0
85712,0,0.296144985,32y,0,0.272450223,4921.0,7,0,1,0,0.0
3428,0,0.04905742,80y,0,0.131502423,6189.0,6,0,1,0,0.0
35644,0,0.011950473,55y,0,3619.0,,12,0,2,0,0.0
132895,0,0.00870537,73y,0,0.498553012,3800.0,6,0,1,0,0.0
31587,0,0.428398505,45y,0,0.339366516,3756.0,8,0,1,0,0.0
1911,1,0.680161943,47y,4,0.378735696,9000.0,7,0,1,0,2.0
139913,0,0.03665511,45y,0,3622.0,,16,0,2,0,
63880,0,0.275733164,95y,0,0.163272862,2700.0,5,0,0,0,0.0
13847,1,1.018497688,61y,2,0.354112694,6175.0,5,3,1,0,0.0
37250,0,0.00539973,77y,0,377.0,,4,0,0,0,
7153,0,0.9999999,58y,0,0.0,10000.0,0,0,0,0,1.0
39729,0,0.036294616,65y,0,0.007664112,3000.0,2,0,0,0,0.0
100990,0,0.143413178,46y,0,0.298128426,15868.0,8,0,3,0,3.0
148077,0,0.031517895,41y,0,0.327401753,18600.0,15,0,4,0,0.0
66868,0,0.037498125,72y,0,846.0,,5,0,2,0,0.0
46805,0,0.057886538,59y,0,34.0,,1,0,0,0,0.0
101706,0,0.110526243,47y,0,0.313068348,13635.0,16,0,3,0,0.0
94308,0,0.022133052,57y,0,0.319562101,7672.0,26,0,1,0,2.0
49200,0,0.528238098,49y,0,0.612297647,7350.0,17,0,2,0,1.0
3770,0,0.123927954,38y,0,0.29154519,2400.0,10,0,0,0,1.0
112400,0,0.0,24y,0,520.0,,2,0,0,0,
38760,0,0.032282859,24y,0,1.0,,1,0,0,0,0.0
48704,0,0.262558471,54y,0,0.25674865,5000.0,6,0,2,0,0.0
53742,0,0.060977798,40y,0,0.219078092,10000.0,9,0,2,0,0.0
20581,0,0.324218078,41y,0,0.602049744,8000.0,17,0,1,0,0.0
20618,0,0.019289131,48y,0,0.36652432,9600.0,20,0,2,0,1.0
50711,0,0.126372615,42y,1,0.406792744,2590.0,6,0,1,0,1.0
81941,0,0.279136242,44y,2,0.2537543319999999,7790.0,17,0,2,0,0.0
94656,0,0.146666445,55y,1,2.259137769,2133.0,17,0,4,0,0.0
86326,0,0.8213680609999999,28y,0,0.109526032,15000.0,7,0,0,0,0.0
136733,0,3.39e-05,86y,0,0.0,,8,0,0,0,0.0
50022,0,0.033760075,74y,0,1852.0,,6,0,1,0,0.0
4086,0,0.030986557,32y,0,0.078357201,3700.0,5,0,0,0,3.0
74673,0,0.0,54y,0,0.685922273,8516.0,17,0,4,0,1.0
16923,0,0.1282225119999999,48y,0,0.195634545,14797.0,8,0,1,0,2.0
121987,0,0.355345786,35y,0,0.274725275,2911.0,4,0,0,0,1.0
139067,0,0.009069576,48y,0,0.501743781,4300.0,6,0,1,0,2.0
25539,0,0.224517353,45y,0,0.795755152,3250.0,6,0,1,1,0.0
57769,0,0.278748239,54y,0,0.396786432,4480.0,10,0,2,0,1.0
53698,0,0.214457998,53y,0,0.89432395,2166.0,19,0,2,0,1.0
86522,0,0.276835983,70y,0,1914.0,,23,0,1,0,0.0
25056,0,0.174015285,44y,0,0.112244898,2253.0,2,0,0,0,0.0
119835,0,0.065516112,53y,0,0.278278125,6550.0,11,0,2,0,2.0
118971,0,0.0673936379999999,81y,0,0.516513143,4450.0,14,0,2,0,0.0
77961,0,0.53152702,46y,0,0.495539981,6277.0,18,0,0,0,1.0
30867,0,0.267483671,66y,0,0.743083004,505.0,6,0,0,0,0.0
64287,0,0.041691438,48y,1,0.3898537,9500.0,8,0,1,0,1.0
50950,0,0.0350839889999999,47y,0,0.321051657,5400.0,11,0,2,0,1.0
47328,0,0.351399526,62y,0,0.167949251,9615.0,7,0,1,0,0.0
2580,0,0.009831088,74y,0,0.00359928,3333.0,6,0,0,0,0.0
138877,0,0.2266637719999999,40y,0,0.157957892,9166.0,9,0,0,0,0.0
6358,0,0.00522046,56y,0,0.114067119,5750.0,3,0,1,0,0.0
78728,0,0.609884037,40y,0,0.7402290490000001,5500.0,16,0,2,0,0.0
59780,0,0.302363526,63y,0,0.671990535,3380.0,6,0,0,0,0.0
93668,0,0.454031788,51y,0,0.361793291,9568.0,11,0,2,0,1.0
87703,0,0.001119955,83y,0,0.0,4000.0,1,0,0,0,0.0
12822,0,0.9999999,47y,0,0.242021956,3916.0,4,0,2,0,0.0
115802,0,0.9999999,45y,1,1.04611837,1300.0,5,0,1,0,2.0
77473,0,0.384951881,26y,0,0.008873457,10367.0,6,0,0,0,1.0
130669,0,0.171746675,82y,0,0.072189922,2063.0,9,0,0,0,0.0
23557,0,0.130221354,40y,0,0.75044991,5000.0,3,0,1,0,0.0
23287,1,0.9999999,25y,98,0.0,,0,98,0,98,0.0
12972,0,0.522045519,64y,1,0.343578211,4001.0,4,0,1,0,0.0
129767,0,0.06311272,57y,0,0.068586283,5000.0,17,0,0,0,0.0
45941,0,0.533822059,36y,0,0.20330527,3206.0,5,0,0,0,2.0
97279,0,0.646621948,67y,1,0.484790304,16666.0,9,0,2,0,0.0
103735,0,0.334309666,52y,1,0.777712438,3400.0,8,0,2,0,0.0
124273,0,0.053904956,72y,0,0.075577764,1600.0,13,0,0,0,0.0
126928,0,0.193935355,33y,1,0.167979003,4190.0,7,0,0,0,0.0
11003,0,0.165463809,47y,0,0.069086323,7135.0,13,0,0,0,0.0
49692,0,0.381259037,42y,0,0.400992935,5236.0,12,0,1,0,1.0
127049,1,0.772523695,47y,0,2.035273369,1700.0,10,0,2,0,2.0
59627,0,0.648470627,53y,1,0.274200879,6600.0,9,0,1,0,1.0
118250,0,0.383165421,40y,0,0.319516767,4800.0,6,0,1,0,1.0
2294,0,0.077461503,50y,0,87.0,,4,0,0,0,0.0
114396,0,0.1955464019999999,50y,1,0.7177137140000001,6000.0,13,0,2,0,2.0
52944,0,0.939716567,54y,2,0.058736394,60081.0,9,0,2,0,1.0
52519,0,0.117006793,58y,1,2379.0,,19,0,2,0,0.0
100968,0,0.0215208029999999,59y,0,0.152855893,8000.0,5,0,2,0,0.0
121471,0,0.3942311879999999,65y,0,0.658758837,6364.0,5,0,1,0,0.0
75568,0,0.9999999,32y,0,0.0,3200.0,0,0,0,0,0.0
136093,0,0.0,56y,0,2488.0,,9,0,2,0,
18426,0,0.0,53y,0,52.0,,1,0,0,0,
46763,0,0.170542332,48y,0,0.279053338,2830.0,7,0,1,0,2.0
143240,0,0.015693188,56y,0,2112.0,,7,0,2,0,0.0
146572,0,0.227749592,60y,0,0.337518054,9000.0,21,0,0,0,2.0
63558,0,0.952956684,45y,0,0.394753279,1600.0,2,0,0,0,0.0
130898,0,0.986027944,45y,0,0.4746796829999999,4916.0,8,0,1,0,0.0
15417,0,0.151491444,31y,0,0.25901242,3300.0,9,0,0,0,0.0
104628,0,0.011784253,88y,0,0.0018330279999999,6000.0,5,0,0,0,1.0
8808,0,0.07895871,29y,0,0.89276808,400.0,4,0,0,0,1.0
147514,0,1.037524997,75y,0,0.798539023,2600.0,7,1,0,0,0.0
101325,0,0.408080535,45y,0,0.223178337,12666.0,3,0,1,0,1.0
17258,0,0.9999999,60y,0,0.206764028,1300.0,1,0,0,0,0.0
131562,0,0.045832569,79y,0,0.12786339,2400.0,6,0,0,0,1.0
99157,0,0.000375578,39y,0,0.3519387929999999,5750.0,9,0,1,0,0.0
122286,0,0.077881006,63y,0,0.256037198,6666.0,18,0,1,0,0.0
144028,0,0.3839787079999999,33y,0,1593.0,,9,0,1,0,2.0
121566,0,0.171994708,69y,1,0.522139413,2280.0,13,0,1,0,0.0
26018,1,0.545804169,45y,1,0.426038377,4116.0,3,4,1,0,0.0
8906,0,0.169833037,53y,1,0.713580247,4859.0,15,0,2,0,1.0
51133,0,0.638445788,71y,1,0.44098443,5972.0,7,0,2,0,0.0
7925,0,0.143161193,42y,0,0.667203682,4344.0,11,0,1,0,0.0
23704,0,0.0,82y,0,0.156616052,2304.0,6,0,0,0,0.0
63570,0,0.043296127,26y,0,0.105504587,2833.0,6,0,0,0,0.0
29729,0,0.212398967,39y,0,0.472018445,9541.0,10,0,4,0,0.0
87710,0,0.064615646,53y,0,0.498970891,3400.0,9,0,2,0,0.0
129080,0,0.147423306,65y,0,0.980299912,3400.0,16,0,2,0,0.0
14105,0,0.2468500619999999,61y,0,0.385175857,11116.0,16,0,2,0,0.0
47459,0,0.510226512,38y,0,1025.0,,10,0,0,0,0.0
28720,0,0.731121134,54y,0,0.7188818570000001,7583.0,18,0,2,0,0.0
7590,0,0.031483915,61y,0,0.202946851,5700.0,5,0,1,0,1.0
73261,0,0.009544835,48y,0,78.0,,3,0,0,0,0.0
17401,0,0.0,66y,0,0.17064117,8889.0,4,0,1,0,0.0
61084,0,0.9999999,33y,0,0.076218242,2400.0,1,0,0,0,0.0
76307,0,0.044962546,41y,0,73.0,,3,0,0,0,0.0
66414,0,0.316681497,52y,0,0.390272835,5900.0,7,0,1,0,1.0
39169,0,0.0,63y,1,1248.0,,5,0,1,0,0.0
42378,0,0.94480046,43y,0,0.8985041020000001,6216.0,18,0,2,0,2.0
136299,0,0.296004315,63y,0,0.412561802,5460.0,12,0,2,0,1.0
90775,0,0.012076613,49y,0,516.0,,5,0,0,0,0.0
117897,0,0.200904547,65y,0,0.13276039,7795.0,10,1,1,0,1.0
144422,0,0.0833046,67y,0,0.33720616,3700.0,8,0,3,0,1.0
125041,0,0.1677832219999999,72y,1,0.379365503,3750.0,6,0,1,0,0.0
101883,0,0.04149917,79y,0,0.083609003,15416.0,7,0,1,0,0.0
23746,0,0.256540095,51y,0,0.793825679,9166.0,13,0,2,0,2.0
57764,0,0.101431038,64y,0,0.332948777,4333.0,8,0,2,0,1.0
26720,0,0.0,65y,0,0.174133333,3749.0,9,0,0,0,4.0
14459,0,0.128657137,67y,0,0.356137797,6182.0,7,0,1,0,1.0
94178,0,0.520656644,48y,0,0.945330296,3950.0,10,0,1,1,1.0
134028,1,0.969458247,30y,0,0.130967258,4000.0,2,0,0,0,2.0
123512,0,0.2375711969999999,84y,0,0.380680966,6666.0,8,0,1,0,0.0
133005,0,0.711424513,65y,1,0.480916031,9300.0,14,0,2,0,1.0
136762,0,0.0,64y,0,55.0,,8,0,0,0,0.0
102208,0,0.044477631,55y,0,0.443291042,2600.0,4,0,1,0,0.0
79775,0,0.825398132,28y,1,0.328826393,5546.0,18,0,0,0,0.0
49949,1,0.829251455,54y,3,4849.0,,30,0,2,0,0.0
40144,0,0.115147186,56y,0,3217.0,,7,0,2,0,
43242,0,0.091313403,58y,0,0.117600941,2550.0,9,0,0,0,0.0
60281,0,0.0,46y,0,0.206652906,12595.0,7,0,1,0,4.0
23721,0,0.19582547,62y,0,0.472639637,3526.0,8,0,1,0,1.0
99267,1,0.944422231,24y,1,70.0,,1,0,0,0,
26377,0,0.2061459169999999,46y,0,0.569701198,8600.0,4,0,2,0,2.0
80947,0,0.310186436,46y,0,0.4730639729999999,1781.0,6,0,0,0,0.0
77394,0,0.158567775,61y,0,1.0,,1,0,0,0,1.0
101981,0,0.024849137,63y,0,0.011644419,3520.0,8,0,0,0,0.0
46901,0,0.9999999,51y,0,1157.0,,1,0,1,0,0.0
19874,0,0.013679453,48y,0,0.001249844,8000.0,3,0,0,0,3.0
67480,0,0.3513622329999999,50y,0,0.344827586,2000.0,5,0,1,0,0.0
6037,0,0.07454917,34y,0,2207.0,,14,0,2,0,0.0
25880,0,0.38939597,48y,0,0.430679287,3591.0,10,0,2,0,0.0
104364,0,0.718218914,48y,0,0.117654723,7674.0,6,0,0,0,0.0
42995,0,0.001452015,41y,0,3280.0,,6,0,1,0,0.0
92693,0,0.0,35y,0,0.107650903,2600.0,9,0,0,0,3.0
106295,0,0.094707521,31y,0,0.24870052,2500.0,12,0,0,0,0.0
8829,0,0.02665556,23y,0,0.00039984,2500.0,2,0,0,0,0.0
92363,0,0.969660403,51y,1,0.238704518,2500.0,6,0,0,0,1.0
139197,0,0.9999999,33y,98,0.008055236,3475.0,0,98,0,98,2.0
67602,0,0.037971296,71y,0,0.043316535,8333.0,6,0,0,0,0.0
65859,0,0.0,76y,0,0.014112903,1983.0,3,0,0,0,0.0
95399,0,0.189360395,61y,1,0.230908542,9938.0,6,0,1,0,0.0
23137,0,0.216271744,66y,0,0.199710913,4150.0,2,1,0,1,0.0
144143,0,0.1263013369999999,61y,0,0.855280313,2300.0,14,0,1,0,0.0
131952,0,0.626394154,78y,4,4806.0,0.0,10,1,1,2,0.0
112519,0,0.152227472,66y,0,2868.0,,5,0,0,0,0.0
104319,0,0.1205220869999999,60y,0,0.266088465,5764.0,5,0,1,0,0.0
71794,0,0.031053246,47y,0,0.451403888,8333.0,10,0,4,0,2.0
66316,0,0.077642401,60y,1,0.247536946,2435.0,14,0,0,0,1.0
141974,0,0.085886879,53y,0,0.724213606,4100.0,24,0,2,0,1.0
120573,0,0.158300115,59y,0,0.100152905,2615.0,7,0,0,0,0.0
9060,0,0.000355824,66y,0,0.28463821,4380.0,11,0,1,0,0.0
90100,0,0.076674867,48y,0,0.347121297,5366.0,7,0,1,0,3.0
36685,0,0.042684319,57y,0,0.652139144,2500.0,16,0,1,0,0.0
20032,0,0.0059724919999999,81y,0,0.00096581,5176.0,10,0,0,0,0.0
61933,0,0.9999999,41y,0,0.03511236,4983.0,1,1,0,0,1.0
48932,0,0.018685053,66y,0,0.2149511469999999,4400.0,11,0,1,0,0.0
131507,0,0.139279424,47y,0,0.391663537,5325.0,9,0,2,0,0.0
100270,0,0.013689973,71y,0,2449.0,,13,0,2,0,0.0
89897,0,0.9999999,43y,0,0.0,6458.0,1,2,0,0,4.0
75374,0,0.143310388,47y,0,5425.0,,15,0,3,0,2.0
140988,0,0.022774285,56y,0,0.19268598,11183.0,9,0,1,0,2.0
145693,0,0.0701360259999999,47y,0,0.247672253,12350.0,11,0,2,0,2.0
60590,0,0.00938083,69y,0,0.177455636,4000.0,8,0,0,1,1.0
11817,0,0.412220608,35y,0,0.053089382,3333.0,3,0,0,0,1.0
4386,0,0.027963874,84y,0,0.00879824,5000.0,4,0,0,0,0.0
27457,0,0.0134576289999999,53y,0,1787.0,,5,0,1,0,1.0
16106,0,0.052057451,25y,0,0.1046931409999999,3600.0,6,0,0,0,0.0
49050,0,0.000842076,64y,0,0.007250129,1930.0,6,0,0,0,0.0
103303,0,0.209697111,31y,1,3162.0,,5,0,1,0,0.0
58098,0,0.0,35y,0,0.0,1723.0,2,0,0,0,0.0
67067,0,0.038515782,30y,0,0.0697378,5491.0,5,0,0,0,0.0
144879,0,0.16656548,43y,0,0.433252753,3722.0,5,0,1,0,0.0
107799,0,0.738762687,50y,0,0.473436935,5533.0,8,0,2,1,0.0
52951,0,0.003395763,75y,0,4.0,,2,0,0,0,0.0
73147,0,0.103842906,53y,0,0.297376779,8500.0,13,0,1,0,2.0
57118,0,0.848129633,30y,0,0.413195601,3000.0,6,0,0,0,2.0
11371,0,0.021428374,69y,0,77.0,,7,0,0,0,1.0
94665,0,0.029815457,48y,0,0.26991003,3000.0,16,0,1,0,0.0
137110,0,0.303305485,46y,0,0.492429292,10500.0,11,0,1,0,0.0
91626,0,0.000348255,51y,0,0.497250275,10000.0,18,0,2,0,2.0
131869,0,0.2988884519999999,48y,0,0.707390237,7333.0,11,0,1,0,2.0
92094,0,0.60956902,50y,1,0.450658952,9332.0,21,0,3,0,4.0
96708,0,0.9999999,43y,1,0.038212816,1700.0,2,0,0,0,2.0
88108,0,0.206979302,58y,0,2328.0,,8,0,2,0,0.0
37581,0,0.80848294,48y,0,0.163189121,15000.0,7,0,0,0,3.0
109874,0,0.039553753,33y,0,0.2358248989999999,8200.0,12,0,1,0,4.0
57247,0,0.0,68y,0,0.0,,1,0,0,0,
106872,0,0.7425329629999999,39y,0,0.3842092629999999,12500.0,10,0,1,0,0.0
114858,0,0.710728927,33y,2,0.358390555,8300.0,10,0,1,1,2.0
45440,0,0.047219591,62y,0,1659.0,,13,0,1,0,0.0
82609,0,0.491357554,48y,0,0.113082955,7268.0,8,0,0,0,0.0
147328,0,0.9999999,43y,0,0.038264116,15000.0,7,0,0,0,3.0
145543,0,0.05306668,41y,0,0.125115116,7600.0,6,0,0,0,4.0
15574,0,0.247846131,40y,0,0.170819098,12000.0,8,0,1,0,0.0
52605,0,0.000819186,87y,0,0.0,8078.0,3,0,0,0,0.0
11844,0,0.349041755,26y,0,0.159730034,8000.0,6,0,1,0,0.0
139694,0,0.04229577,32y,0,0.237729803,11857.0,9,0,2,0,0.0
143782,1,0.9999999,38y,0,0.250573496,5666.0,4,2,1,1,3.0
64246,0,0.6314011620000001,52y,1,0.62950621,3300.0,2,0,1,0,0.0
54964,1,0.9999999,59y,98,249.0,,0,98,0,98,
64586,0,0.340777654,40y,0,0.5033851779999999,5464.0,7,0,0,0,0.0
42398,0,1.01032989,62y,0,0.230145371,6534.0,6,0,1,0,0.0
118968,0,0.043006283,85y,0,0.017327557,3000.0,6,0,0,0,0.0
79755,0,0.0230175689999999,64y,0,41.0,,6,0,0,0,0.0
70445,0,0.024328527,51y,0,0.280458384,9947.0,7,0,1,0,1.0
119793,1,0.9999999,32y,0,0.023474178,2129.0,1,0,0,0,0.0
41657,0,0.438481445,40y,0,0.45648855,4584.0,7,0,1,0,3.0
77671,0,0.005888297,59y,0,0.282035747,3300.0,3,0,1,0,0.0
85683,0,0.837209302,47y,0,0.29895502,2200.0,5,0,0,0,0.0
29919,0,0.1801842639999999,49y,0,0.4511336979999999,6394.0,13,0,1,0,0.0
88798,0,0.019748525,58y,0,0.240788933,7300.0,8,0,1,0,0.0
95598,0,0.1858096669999999,60y,0,554.0,,4,0,0,0,3.0
3347,0,0.704174229,43y,0,0.125138837,2700.0,3,2,0,0,2.0
130195,0,0.028086415,81y,0,0.2245550889999999,5000.0,11,0,2,0,0.0
23251,0,0.208998656,72y,0,0.286308348,9618.0,10,0,1,0,1.0
44723,0,0.375388281,39y,0,0.3486047479999999,2400.0,8,0,1,0,0.0
26621,0,0.010393374,32y,0,0.315539739,5900.0,7,0,1,0,2.0
62410,0,0.9999999,34y,0,1.034164358,2165.0,6,0,2,1,2.0
41265,0,0.017900152,31y,0,0.203427308,16280.0,23,0,3,0,2.0
123031,0,0.6912520259999999,47y,0,0.5226932670000001,2004.0,7,0,0,0,2.0
65473,0,0.0,41y,2,0.462647869,6170.0,10,0,1,0,2.0
129040,0,0.073886093,54y,1,2662.0,,24,1,5,1,3.0
72121,0,0.6180898810000001,33y,0,0.1559990819999999,4358.0,9,0,0,0,0.0
74332,0,0.032091409,65y,0,0.0085112319999999,7166.0,6,0,0,0,0.0
104950,0,0.060741142,34y,0,3335.0,,13,0,2,0,4.0
11765,0,0.948170986,62y,0,0.106972789,5879.0,2,0,0,0,0.0
78073,0,0.0007142639999999,55y,0,1925.0,,5,0,1,0,0.0
104677,0,0.682923858,51y,0,0.43036709,7000.0,14,0,1,0,0.0
116464,0,0.62359128,50y,0,0.4286790179999999,19916.0,8,0,1,0,3.0
